-4.198524275913769976e+00,-3.893394913377961064e-01
-4.200979237912797259e+00,-1.770696131395878281e-01
-4.203434199911825431e+00,3.520026505862045019e-02
-4.205889161910853602e+00,2.474701432568287007e-01
-4.208344123909880885e+00,4.597400214550370068e-01
-4.210799085908908168e+00,6.720098996532453128e-01
-4.213254047907936339e+00,8.842797778514535079e-01
-4.215709009906964511e+00,1.096549656049661925e+00
-4.218163971905991794e+00,1.308819534247870120e+00
-4.220618933905019077e+00,1.521089412446078315e+00
-4.223073895904047248e+00,1.733359290644286732e+00
-4.225528857903075419e+00,1.945629168842495149e+00
-4.227983819902102702e+00,2.157899047040703344e+00
-4.230438781901129985e+00,2.370168925238911761e+00
-4.232893743900158157e+00,2.582438803437120178e+00
-4.235348705899186328e+00,2.794708681635327707e+00
-4.237803667898213611e+00,3.006978559833536124e+00
-4.240258629897240894e+00,3.219248438031744541e+00
-4.242713591896269065e+00,3.431518316229952958e+00
-4.245168553895297237e+00,3.643788194428161376e+00
-4.247623515894324520e+00,3.856058072626369793e+00
-4.250078477893351803e+00,4.068327950824578210e+00
-4.252533439892379974e+00,4.280597829022786627e+00
-4.254988401891408145e+00,4.492867707220994156e+00
-4.257443363890435428e+00,4.705137585419202573e+00
-4.257443363890435428e+00,4.705137585419202573e+00
-3.896412121393044270e+00,4.705137585419202573e+00
-3.896412121393044270e+00,4.705137585419202573e+00
-3.691166342831985858e+00,4.705699025368857313e+00
-3.485920564270927446e+00,4.706260465318512054e+00
-3.280674785709869035e+00,4.706821905268166795e+00
-3.075429007148811067e+00,4.707383345217821535e+00
-2.870183228587752655e+00,4.707944785167476276e+00
-2.664937450026694243e+00,4.708506225117131017e+00
-2.459691671465636276e+00,4.709067665066785757e+00
-2.254445892904577420e+00,4.709629105016439610e+00
-2.049200114343519452e+00,4.710190544966094350e+00
-1.843954335782461040e+00,4.710751984915749091e+00
-1.638708557221402629e+00,4.711313424865403832e+00
-1.433462778660344217e+00,4.711874864815058572e+00
-1.228217000099285805e+00,4.712436304764713313e+00
-1.022971221538227837e+00,4.712997744714368054e+00
-8.177254429771694255e-01,4.713559184664022794e+00
-6.124796644161110137e-01,4.714120624613677535e+00
-4.072338858550526020e-01,4.714682064563332275e+00
-2.019881072939941902e-01,4.715243504512987016e+00
3.257671267063777520e-03,4.715804944462641757e+00
2.085034498281221893e-01,4.716366384412296497e+00
4.137492283891810452e-01,4.716927824361951238e+00
6.189950069502390129e-01,4.717489264311605979e+00
8.242407855112969806e-01,4.718050704261259831e+00
1.029486564072355836e+00,4.718612144210914572e+00
1.234732342633413804e+00,4.719173584160569312e+00
1.439978121194472660e+00,4.719735024110224053e+00
1.645223899755530628e+00,4.720296464059878794e+00
1.850469678316588595e+00,4.720857904009533534e+00
2.055715456877647451e+00,4.721419343959188275e+00
2.260961235438705863e+00,4.721980783908843016e+00
2.260961235438705863e+00,4.721980783908843016e+00
2.260961235438705863e+00,4.509476033955183816e+00
2.260961235438705863e+00,4.296971284001525504e+00
2.260961235438705863e+00,4.084466534047866304e+00
2.260961235438705863e+00,3.871961784094207992e+00
2.260961235438705863e+00,3.659457034140548792e+00
2.260961235438705863e+00,3.446952284186890481e+00
2.260961235438705863e+00,3.234447534233231281e+00
2.260961235438705863e+00,3.021942784279572969e+00
2.260961235438705863e+00,2.809438034325913769e+00
2.260961235438705863e+00,2.596933284372255013e+00
2.260961235438705863e+00,2.384428534418596257e+00
2.260961235438705863e+00,2.171923784464937501e+00
2.260961235438705863e+00,1.959419034511278745e+00
2.260961235438705863e+00,1.746914284557619990e+00
2.260961235438705863e+00,1.534409534603961234e+00
2.260961235438705863e+00,1.321904784650302478e+00
2.260961235438705863e+00,1.109400034696643722e+00
2.260961235438705863e+00,8.968952847429849662e-01
2.260961235438705863e+00,6.843905347893262103e-01
2.260961235438705863e+00,4.718857848356670104e-01
2.260961235438705863e+00,2.593810348820086986e-01
2.260961235438705863e+00,4.687628492834922111e-02
2.260961235438705863e+00,4.687628492834922111e-02
2.043402145818388860e+00,4.687628492834922111e-02
1.825843056198072301e+00,4.687628492834922111e-02
1.608283966577755297e+00,4.687628492834922111e-02
1.390724876957438738e+00,4.687628492834922111e-02
1.173165787337121735e+00,4.687628492834922111e-02
9.556066977168049537e-01,4.687628492834922111e-02
7.380476080964881724e-01,4.687628492834922111e-02
5.204885184761713912e-01,4.687628492834922111e-02
3.029294288558546100e-01,4.687628492834922111e-02
8.537033923553760673e-02,4.687628492834922111e-02
-1.321887503847788414e-01,4.687628492834922111e-02
-1.321887503847788414e-01,4.687628492834922111e-02
